表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,
公開日：,2021年3月5日,,,,,
,,,,,,
***,調査又は集計していないもの,,,,,
-,データが得られないもの,,,,,
X,数値が秘匿されているもの,,,,,
,,,,,,
,,,,,C120110,
調査年 コード,調査年,地域 コード,地域,/項目,C120110_課税対象所得【千円】,注釈
2009100000,2009年度,2000,青森県,,"1,372,076,356",
2009100000,2009年度,3000,岩手県,,"1,394,088,115",
2009100000,2009年度,4000,宮城県,,"2,978,139,211",
2009100000,2009年度,5000,秋田県,,"1,103,510,582",
2009100000,2009年度,6000,山形県,,"1,303,896,240",
2009100000,2009年度,7000,福島県,,"2,339,089,324",
2009100000,2009年度,8000,茨城県,,"4,083,285,978",
2009100000,2009年度,9000,栃木県,,"2,788,000,126",
2009100000,2009年度,10000,群馬県,,"2,668,274,144",
2009100000,2009年度,11000,埼玉県,,"11,455,066,495",
2009100000,2009年度,12000,千葉県,,"10,167,873,791",
2009100000,2009年度,13000,東京都,,"27,726,382,728",
2009100000,2009年度,14000,神奈川県,,"16,708,857,135",
2009100000,2009年度,15000,新潟県,,"2,917,718,587",
2009100000,2009年度,16000,富山県,,"1,534,720,375",
2009100000,2009年度,17000,石川県,,"1,605,086,610",
2009100000,2009年度,18000,福井県,,"1,096,018,275",
2009100000,2009年度,19000,山梨県,,"1,117,483,784",
2009100000,2009年度,20000,長野県,,"2,815,500,173",
2009100000,2009年度,21000,岐阜県,,"2,907,695,341",
2009100000,2009年度,22000,静岡県,,"5,851,455,065",
2009100000,2009年度,23000,愛知県,,"12,691,959,787",
2009100000,2009年度,24000,三重県,,"2,672,973,103",
2009100000,2009年度,25000,滋賀県,,"2,034,971,701",
2009100000,2009年度,26000,京都府,,"3,678,867,977",
2009100000,2009年度,27000,大阪府,,"12,373,326,522",
2009100000,2009年度,28000,兵庫県,,"8,356,000,087",
2009100000,2009年度,29000,奈良県,,"1,999,282,579",
2009100000,2009年度,30000,和歌山県,,"1,159,925,848",
2009100000,2009年度,31000,鳥取県,,"649,570,375",
2009100000,2009年度,32000,島根県,,"810,249,838",
2009100000,2009年度,33000,岡山県,,"2,530,352,674",
2009100000,2009年度,34000,広島県,,"4,076,873,430",
2009100000,2009年度,35000,山口県,,"1,861,633,719",
2009100000,2009年度,36000,徳島県,,"902,446,502",
2009100000,2009年度,37000,香川県,,"1,298,326,700",
2009100000,2009年度,38000,愛媛県,,"1,629,800,920",
2009100000,2009年度,39000,高知県,,"804,229,993",
2009100000,2009年度,40000,福岡県,,"6,382,651,398",
2009100000,2009年度,41000,佐賀県,,"934,533,571",
2009100000,2009年度,42000,長崎県,,"1,526,157,169",
2009100000,2009年度,43000,熊本県,,"1,937,316,655",
2009100000,2009年度,44000,大分県,,"1,337,904,213",
2009100000,2009年度,45000,宮崎県,,"1,140,466,235",
2009100000,2009年度,46000,鹿児島県,,"1,716,907,649",
2009100000,2009年度,47000,沖縄県,,"1,210,328,538",
2008100000,2008年度,0,全国,,"191,307,538,883",
2008100000,2008年度,1000,北海道,,"6,633,566,965",
2008100000,2008年度,2000,青森県,,"1,414,687,128",
2008100000,2008年度,3000,岩手県,,"1,435,320,330",
2008100000,2008年度,4000,宮城県,,"2,987,067,956",
2008100000,2008年度,5000,秋田県,,"1,144,657,188",
2008100000,2008年度,6000,山形県,,"1,325,085,286",
2008100000,2008年度,7000,福島県,,"2,379,057,948",
2008100000,2008年度,8000,茨城県,,"4,125,294,437",
2008100000,2008年度,9000,栃木県,,"2,816,877,068",
2008100000,2008年度,10000,群馬県,,"2,704,284,718",
2008100000,2008年度,11000,埼玉県,,"11,645,743,712",
2008100000,2008年度,12000,千葉県,,"10,266,322,951",
2008100000,2008年度,13000,東京都,,"28,301,037,155",
2008100000,2008年度,14000,神奈川県,,"16,910,265,911",
2008100000,2008年度,15000,新潟県,,"2,957,504,281",
2008100000,2008年度,16000,富山県,,"1,568,389,032",
2008100000,2008年度,17000,石川県,,"1,630,577,769",
2008100000,2008年度,18000,福井県,,"1,120,007,289",
2008100000,2008年度,19000,山梨県,,"1,154,445,479",
2008100000,2008年度,20000,長野県,,"2,887,934,152",
2008100000,2008年度,21000,岐阜県,,"2,974,143,221",
2008100000,2008年度,22000,静岡県,,"5,937,733,792",
2008100000,2008年度,23000,愛知県,,"12,808,646,668",
2008100000,2008年度,24000,三重県,,"2,697,728,816",
2008100000,2008年度,25000,滋賀県,,"2,056,163,383",
2008100000,2008年度,26000,京都府,,"3,727,277,309",
2008100000,2008年度,27000,大阪府,,"12,613,357,064",
2008100000,2008年度,28000,兵庫県,,"8,498,463,354",
2008100000,2008年度,29000,奈良県,,"2,056,412,854",
2008100000,2008年度,30000,和歌山県,,"1,180,320,489",
2008100000,2008年度,31000,鳥取県,,"668,323,726",
2008100000,2008年度,32000,島根県,,"832,216,613",
2008100000,2008年度,33000,岡山県,,"2,557,209,090",
2008100000,2008年度,34000,広島県,,"4,138,186,484",
2008100000,2008年度,35000,山口県,,"1,900,594,837",
2008100000,2008年度,36000,徳島県,,"928,654,164",
2008100000,2008年度,37000,香川県,,"1,330,595,667",
2008100000,2008年度,38000,愛媛県,,"1,662,966,240",
2008100000,2008年度,39000,高知県,,"825,103,759",
2008100000,2008年度,40000,福岡県,,"6,491,251,460",
2008100000,2008年度,41000,佐賀県,,"943,479,427",
2008100000,2008年度,42000,長崎県,,"1,560,935,286",
2008100000,2008年度,43000,熊本県,,"1,988,138,479",
2008100000,2008年度,44000,大分県,,"1,363,467,850",
2008100000,2008年度,45000,宮崎県,,"1,171,111,503",
2008100000,2008年度,46000,鹿児島県,,"1,761,297,497",
2008100000,2008年度,47000,沖縄県,,"1,225,633,096",
2007100000,2007年度,0,全国,,"189,551,149,443",
2007100000,2007年度,1000,北海道,,"6,723,187,461",
2007100000,2007年度,2000,青森県,,"1,423,813,465",
2007100000,2007年度,3000,岩手県,,"1,447,773,356",
2007100000,2007年度,4000,宮城県,,"3,012,567,904",
2007100000,2007年度,5000,秋田県,,"1,162,787,214",
2007100000,2007年度,6000,山形県,,"1,355,027,982",
2007100000,2007年度,7000,福島県,,"2,378,742,790",
2007100000,2007年度,8000,茨城県,,"4,100,073,475",
2007100000,2007年度,9000,栃木県,,"2,786,589,743",
2007100000,2007年度,10000,群馬県,,"2,692,782,297",
2007100000,2007年度,11000,埼玉県,,"11,531,142,480",
2007100000,2007年度,12000,千葉県,,"10,134,276,258",
2007100000,2007年度,13000,東京都,,"27,430,139,719",
2007100000,2007年度,14000,神奈川県,,"16,626,037,424",
2007100000,2007年度,15000,新潟県,,"2,998,253,742",
2007100000,2007年度,16000,富山県,,"1,586,696,650",
2007100000,2007年度,17000,石川県,,"1,642,105,402",
2007100000,2007年度,18000,福井県,,"1,124,413,760",
2007100000,2007年度,19000,山梨県,,"1,150,771,194",
2007100000,2007年度,20000,長野県,,"2,874,602,837",
2007100000,2007年度,21000,岐阜県,,"2,953,074,081",
2007100000,2007年度,22000,静岡県,,"5,879,832,755",
2007100000,2007年度,23000,愛知県,,"12,582,616,820",
2007100000,2007年度,24000,三重県,,"2,661,140,945",
2007100000,2007年度,25000,滋賀県,,"2,072,426,242",
2007100000,2007年度,26000,京都府,,"3,713,414,536",
2007100000,2007年度,27000,大阪府,,"12,525,093,916",
2007100000,2007年度,28000,兵庫県,,"8,406,254,443",
2007100000,2007年度,29000,奈良県,,"2,066,642,398",
2007100000,2007年度,30000,和歌山県,,"1,184,465,089",
2007100000,2007年度,31000,鳥取県,,"681,016,447",
2007100000,2007年度,32000,島根県,,"844,141,994",
2007100000,2007年度,33000,岡山県,,"2,546,315,679",
2007100000,2007年度,34000,広島県,,"4,103,538,779",
2007100000,2007年度,35000,山口県,,"1,911,379,912",
2007100000,2007年度,36000,徳島県,,"943,216,785",
2007100000,2007年度,37000,香川県,,"1,331,568,552",
2007100000,2007年度,38000,愛媛県,,"1,675,789,282",
2007100000,2007年度,39000,高知県,,"839,209,392",
2007100000,2007年度,40000,福岡県,,"6,432,585,650",
2007100000,2007年度,41000,佐賀県,,"940,337,996",
2007100000,2007年度,42000,長崎県,,"1,550,638,064",
2007100000,2007年度,43000,熊本県,,"1,975,158,855",
2007100000,2007年度,44000,大分県,,"1,354,594,789",
2007100000,2007年度,45000,宮崎県,,"1,179,345,838",
2007100000,2007年度,46000,鹿児島県,,"1,775,450,753",
2007100000,2007年度,47000,沖縄県,,"1,240,114,298",
2006100000,2006年度,0,全国,,"186,826,067,320",
2006100000,2006年度,1000,北海道,,"6,813,247,932",
2006100000,2006年度,2000,青森県,,"1,440,852,524",
2006100000,2006年度,3000,岩手県,,"1,451,233,335",
2006100000,2006年度,4000,宮城県,,"2,949,203,479",
2006100000,2006年度,5000,秋田県,,"1,172,142,732",
2006100000,2006年度,6000,山形県,,"1,357,568,303",
2006100000,2006年度,7000,福島県,,"2,362,178,975",
2006100000,2006年度,8000,茨城県,,"4,050,636,891",
2006100000,2006年度,9000,栃木県,,"2,766,188,957",
2006100000,2006年度,10000,群馬県,,"2,667,907,465",
2006100000,2006年度,11000,埼玉県,,"11,303,368,366",
2006100000,2006年度,12000,千葉県,,"9,961,118,748",
2006100000,2006年度,13000,東京都,,"26,495,845,682",
2006100000,2006年度,14000,神奈川県,,"16,280,054,517",
2006100000,2006年度,15000,新潟県,,"2,964,372,741",
2006100000,2006年度,16000,富山県,,"1,574,673,390",
2006100000,2006年度,17000,石川県,,"1,631,238,552",
2006100000,2006年度,18000,福井県,,"1,115,834,432",
2006100000,2006年度,19000,山梨県,,"1,149,846,849",
2006100000,2006年度,20000,長野県,,"2,857,917,718",
2006100000,2006年度,21000,岐阜県,,"2,927,544,223",
2006100000,2006年度,22000,静岡県,,"5,817,875,351",
2006100000,2006年度,23000,愛知県,,"12,255,356,532",
2006100000,2006年度,24000,三重県,,"2,621,947,016",
2006100000,2006年度,25000,滋賀県,,"1,986,946,364",
2006100000,2006年度,26000,京都府,,"3,671,467,121",
2006100000,2006年度,27000,大阪府,,"12,353,217,646",
2006100000,2006年度,28000,兵庫県,,"8,307,647,063",
2006100000,2006年度,29000,奈良県,,"2,061,223,723",
2006100000,2006年度,30000,和歌山県,,"1,192,461,582",
2006100000,2006年度,31000,鳥取県,,"688,696,060",
2006100000,2006年度,32000,島根県,,"856,329,480",
2006100000,2006年度,33000,岡山県,,"2,529,009,427",
2006100000,2006年度,34000,広島県,,"4,074,541,115",
2006100000,2006年度,35000,山口県,,"1,918,936,135",
2006100000,2006年度,36000,徳島県,,"946,752,277",
2006100000,2006年度,37000,香川県,,"1,341,038,487",
2006100000,2006年度,38000,愛媛県,,"1,678,855,998",
2006100000,2006年度,39000,高知県,,"855,247,459",
2006100000,2006年度,40000,福岡県,,"6,366,721,751",
2006100000,2006年度,41000,佐賀県,,"939,967,723",
2006100000,2006年度,42000,長崎県,,"1,565,617,705",
2006100000,2006年度,43000,熊本県,,"1,980,084,999",
2006100000,2006年度,44000,大分県,,"1,348,457,083",
2006100000,2006年度,45000,宮崎県,,"1,176,341,663",
2006100000,2006年度,46000,鹿児島県,,"1,793,152,408",
2006100000,2006年度,47000,沖縄県,,"1,205,199,341",
2005100000,2005年度,0,全国,,"178,692,335,048",
2005100000,2005年度,1000,北海道,,"6,613,330,570",
2005100000,2005年度,2000,青森県,,"1,427,121,157",
2005100000,2005年度,3000,岩手県,,"1,432,081,937",
2005100000,2005年度,4000,宮城県,,"2,862,483,095",
2005100000,2005年度,5000,秋田県,,"1,135,024,518",
2005100000,2005年度,6000,山形県,,"1,315,262,657",
2005100000,2005年度,7000,福島県,,"2,280,613,563",
2005100000,2005年度,8000,茨城県,,"3,897,756,466",
2005100000,2005年度,9000,栃木県,,"2,666,150,127",
2005100000,2005年度,10000,群馬県,,"2,587,333,337",
2005100000,2005年度,11000,埼玉県,,"10,870,734,808",
2005100000,2005年度,12000,千葉県,,"9,547,059,213",
2005100000,2005年度,13000,東京都,,"24,711,494,571",
2005100000,2005年度,14000,神奈川県,,"15,579,577,191",
2005100000,2005年度,15000,新潟県,,"2,810,608,964",
2005100000,2005年度,16000,富山県,,"1,510,321,679",
2005100000,2005年度,17000,石川県,,"1,575,623,014",
2005100000,2005年度,18000,福井県,,"1,075,333,684",
2005100000,2005年度,19000,山梨県,,"1,113,413,060",
2005100000,2005年度,20000,長野県,,"2,764,885,574",
2005100000,2005年度,21000,岐阜県,,"2,810,978,973",
2005100000,2005年度,22000,静岡県,,"5,573,401,674",
2005100000,2005年度,23000,愛知県,,"11,654,507,442",
2005100000,2005年度,24000,三重県,,"2,514,217,929",
2005100000,2005年度,25000,滋賀県,,"1,903,120,008",
2005100000,2005年度,26000,京都府,,"3,506,101,743",
2005100000,2005年度,27000,大阪府,,"11,846,012,343",
2005100000,2005年度,28000,兵庫県,,"7,861,071,081",
2005100000,2005年度,29000,奈良県,,"1,999,194,651",
2005100000,2005年度,30000,和歌山県,,"1,157,934,153",
2005100000,2005年度,31000,鳥取県,,"676,477,688",
2005100000,2005年度,32000,島根県,,"846,228,425",
2005100000,2005年度,33000,岡山県,,"2,414,634,747",
2005100000,2005年度,34000,広島県,,"3,899,536,223",
2005100000,2005年度,35000,山口県,,"1,832,314,706",
2005100000,2005年度,36000,徳島県,,"914,648,553",
2005100000,2005年度,37000,香川県,,"1,286,181,675",
2005100000,2005年度,38000,愛媛県,,"1,612,606,341",
2005100000,2005年度,39000,高知県,,"841,285,083",
2005100000,2005年度,40000,福岡県,,"6,092,564,445",
2005100000,2005年度,41000,佐賀県,,"908,367,377",
2005100000,2005年度,42000,長崎県,,"1,528,477,791",
2005100000,2005年度,43000,熊本県,,"1,907,543,360",
2005100000,2005年度,44000,大分県,,"1,296,122,378",
2005100000,2005年度,45000,宮崎県,,"1,135,642,242",
2005100000,2005年度,46000,鹿児島県,,"1,736,698,993",
2005100000,2005年度,47000,沖縄県,,"1,160,255,839",
2004100000,2004年度,0,全国,,"175,628,696,486",
2004100000,2004年度,1000,北海道,,"6,645,048,274",
2004100000,2004年度,2000,青森県,,"1,444,999,517",
2004100000,2004年度,3000,岩手県,,"1,438,322,408",
2004100000,2004年度,4000,宮城県,,"2,832,597,912",
2004100000,2004年度,5000,秋田県,,"1,150,297,265",
2004100000,2004年度,6000,山形県,,"1,322,260,517",
2004100000,2004年度,7000,福島県,,"2,259,597,565",
2004100000,2004年度,8000,茨城県,,"3,828,752,564",
2004100000,2004年度,9000,栃木県,,"2,601,524,828",
2004100000,2004年度,10000,群馬県,,"2,542,021,520",
2004100000,2004年度,11000,埼玉県,,"10,671,080,511",
2004100000,2004年度,12000,千葉県,,"9,392,110,366",
2004100000,2004年度,13000,東京都,,"23,766,200,140",
2004100000,2004年度,14000,神奈川県,,"15,249,147,196",
2004100000,2004年度,15000,新潟県,,"2,840,150,894",
2004100000,2004年度,16000,富山県,,"1,507,353,778",
2004100000,2004年度,17000,石川県,,"1,569,890,473",
2004100000,2004年度,18000,福井県,,"1,073,219,551",
2004100000,2004年度,19000,山梨県,,"1,091,644,177",
2004100000,2004年度,20000,長野県,,"2,731,747,524",
2004100000,2004年度,21000,岐阜県,,"2,787,398,044",
2004100000,2004年度,22000,静岡県,,"5,491,118,529",
2004100000,2004年度,23000,愛知県,,"11,358,364,427",
2004100000,2004年度,24000,三重県,,"2,476,137,628",
2004100000,2004年度,25000,滋賀県,,"1,856,035,862",
2004100000,2004年度,26000,京都府,,"3,441,779,191",
2004100000,2004年度,27000,大阪府,,"11,656,022,378",
2004100000,2004年度,28000,兵庫県,,"7,724,144,124",
2004100000,2004年度,29000,奈良県,,"1,986,309,471",
2004100000,2004年度,30000,和歌山県,,"1,145,914,564",
2004100000,2004年度,31000,鳥取県,,"679,447,409",
2004100000,2004年度,32000,島根県,,"855,331,267",
2004100000,2004年度,33000,岡山県,,"2,379,457,931",
2004100000,2004年度,34000,広島県,,"3,837,790,936",
2004100000,2004年度,35000,山口県,,"1,815,997,920",
2004100000,2004年度,36000,徳島県,,"921,829,384",
2004100000,2004年度,37000,香川県,,"1,284,924,077",
2004100000,2004年度,38000,愛媛県,,"1,590,194,558",
2004100000,2004年度,39000,高知県,,"847,522,205",
2004100000,2004年度,40000,福岡県,,"5,992,430,901",
2004100000,2004年度,41000,佐賀県,,"905,935,142",
2004100000,2004年度,42000,長崎県,,"1,522,945,913",
2004100000,2004年度,43000,熊本県,,"1,880,045,415",
2004100000,2004年度,44000,大分県,,"1,279,284,755",
2004100000,2004年度,45000,宮崎県,,"1,117,891,369",
2004100000,2004年度,46000,鹿児島県,,"1,706,027,063",
2004100000,2004年度,47000,沖縄県,,"1,130,449,043",
2003100000,2003年度,0,全国,,"177,375,960,643",
2003100000,2003年度,1000,北海道,,"6,816,896,032",
2003100000,2003年度,2000,青森県,,"1,492,643,147",
2003100000,2003年度,3000,岩手県,,"1,473,232,024",
2003100000,2003年度,4000,宮城県,,"2,878,878,228",
2003100000,2003年度,5000,秋田県,,"1,169,697,524",
2003100000,2003年度,6000,山形県,,"1,344,129,848",
2003100000,2003年度,7000,福島県,,"2,305,256,539",
2003100000,2003年度,8000,茨城県,,"3,889,304,557",
2003100000,2003年度,9000,栃木県,,"2,616,323,859",
2003100000,2003年度,10000,群馬県,,"2,562,577,714",
2003100000,2003年度,11000,埼玉県,,"10,754,145,699",
2003100000,2003年度,12000,千葉県,,"9,487,935,262",
2003100000,2003年度,13000,東京都,,"23,666,651,419",
2003100000,2003年度,14000,神奈川県,,"15,251,830,180",
2003100000,2003年度,15000,新潟県,,"2,892,144,971",
2003100000,2003年度,16000,富山県,,"1,523,713,933",
2003100000,2003年度,17000,石川県,,"1,593,314,517",
2003100000,2003年度,18000,福井県,,"1,099,328,760",
2003100000,2003年度,19000,山梨県,,"1,108,644,060",
2003100000,2003年度,20000,長野県,,"2,804,153,384",
2003100000,2003年度,21000,岐阜県,,"2,823,189,406",
2003100000,2003年度,22000,静岡県,,"5,554,735,048",
2003100000,2003年度,23000,愛知県,,"11,337,494,226",
2003100000,2003年度,24000,三重県,,"2,496,077,772",
2003100000,2003年度,25000,滋賀県,,"1,864,435,944",
2003100000,2003年度,26000,京都府,,"3,473,181,425",
2003100000,2003年度,27000,大阪府,,"11,837,702,259",
2003100000,2003年度,28000,兵庫県,,"7,834,125,402",
2003100000,2003年度,29000,奈良県,,"2,018,379,010",
2003100000,2003年度,30000,和歌山県,,"1,171,919,136",
2003100000,2003年度,31000,鳥取県,,"701,439,087",
2003100000,2003年度,32000,島根県,,"876,325,325",
2003100000,2003年度,33000,岡山県,,"2,397,827,006",
2003100000,2003年度,34000,広島県,,"3,892,037,004",
2003100000,2003年度,35000,山口県,,"1,853,976,401",
2003100000,2003年度,36000,徳島県,,"928,389,712",
2003100000,2003年度,37000,香川県,,"1,308,766,527",
2003100000,2003年度,38000,愛媛県,,"1,625,729,850",
2003100000,2003年度,39000,高知県,,"879,654,054",
2003100000,2003年度,40000,福岡県,,"6,048,975,759",
2003100000,2003年度,41000,佐賀県,,"919,606,408",
2003100000,2003年度,42000,長崎県,,"1,560,509,662",
2003100000,2003年度,43000,熊本県,,"1,916,347,557",
2003100000,2003年度,44000,大分県,,"1,307,105,439",
2003100000,2003年度,45000,宮崎県,,"1,139,657,790",
2003100000,2003年度,46000,鹿児島県,,"1,739,874,545",
2003100000,2003年度,47000,沖縄県,,"1,137,697,232",
2002100000,2002年度,0,全国,,"183,678,026,003",
2002100000,2002年度,1000,北海道,,"7,025,251,402",
2002100000,2002年度,2000,青森県,,"1,558,449,783",
