date,prefecture_num,year,month, pm25, pm10, o3, no2, so2
2020/1/26,42,2020,1,27,6,29,6,5
2020/1/27,42,2020,1,24,7,30,10, 
2020/1/28,42,2020,1,19,9,26,9,1
2020/1/29,42,2020,1,33,9,30,7, 
2020/1/30,42,2020,1,34,8,29,10, 
2020/1/31,42,2020,1,28,15,38,9,1
2020/2/1,42,2020,2,52,30,43,7,1
2020/2/2,42,2020,2,91,23,39,12,1
2020/2/3,42,2020,2,72,17,37,10, 
2020/2/4,42,2020,2,63,20,35,11, 
2020/2/5,42,2020,2,60,10,32,9, 
2020/2/6,42,2020,2,41,11,26,9, 
2020/2/7,42,2020,2,38,25,35,10, 
2020/2/8,42,2020,2,74,19,34,6, 
2020/2/9,42,2020,2,66,38,43,14,1
2020/2/10,42,2020,2,101,48,44,10, 
2020/2/11,42,2020,2,134,31,36,6,2
2020/2/12,42,2020,2,70,13,34,11, 
2020/2/13,42,2020,2,49,13,35,12,1
2020/2/14,42,2020,2,44,18,24,10,3
2020/2/15,42,2020,2,56,11,32,3, 
2020/2/16,42,2020,2,38,8,31,5,1
2020/2/17,42,2020,2,29,11,30,9, 
2020/2/18,42,2020,2,42,14,36,10, 
2020/2/19,42,2020,2,46,12,38,9, 
2020/2/20,42,2020,2,48,17,37,9,8
2020/2/21,42,2020,2,55,33,44,8,1
2020/2/22,42,2020,2,83,19,38,6,2
2020/2/23,42,2020,2,55,12,36,12,1
2020/2/24,42,2020,2,42,22,39,11,2
2020/2/25,42,2020,2,48,11,34,6, 
2020/2/26,42,2020,2,41,11,31,6, 
2020/2/27,42,2020,2,38,10,29,8,4
2020/2/28,42,2020,2,39, , , ,1
2020/3/2,42,2020,3,61, , , , 
2020/3/11,42,2020,3,34,9,37,8,1
2020/3/12,42,2020,3,39,11,32,11,1
2020/3/13,42,2020,3,47,12,38,7,1
2020/3/14,42,2020,3,39,20,42,6,1
2020/3/15,42,2020,3,58,12,37,5, 
2020/3/16,42,2020,3,38,12,41,8,1
2020/3/17,42,2020,3,40,17,47,12,1
2020/3/18,42,2020,3,50,20,50,8,5
2020/3/19,42,2020,3,56,10,37,6, 
2020/3/20,42,2020,3,31,11,44,7, 
2020/3/21,42,2020,3,38,24,53,8,1
2020/3/22,42,2020,3,67,22,42,10,1
2020/3/23,42,2020,3,59,19,57,14,1
2020/3/24,42,2020,3,61,20,51,9,5
2020/3/25,42,2020,3,67,22,41,9,1
2020/3/26,42,2020,3,69,25,43,4,1
2020/3/27,42,2020,3,53,13,44,6, 
2020/3/28,42,2020,3,43,8,46,1, 
2020/3/29,42,2020,3,36, , , , 
2019/10/1,42,2019,10,57,20,16,4,2
2019/10/2,42,2019,10,50,18,27,3, 
2019/10/3,42,2019,10,39,24,37,8,1
2019/10/4,42,2019,10,56,20,42,8,2
2019/10/5,42,2019,10,59,18,36,3,1
2019/10/6,42,2019,10,55,17,35,6,4
2019/10/7,42,2019,10,56,16,42,8,1
2019/10/8,42,2019,10,42,20,47,10,1
2019/10/9,42,2019,10,62,24,50,10,6
2019/10/10,42,2019,10,72,23,41,9,3
2019/10/11,42,2019,10,69, , , , 
2019/10/15,42,2019,10,43,14,36,8,2
2019/10/16,42,2019,10,45,21,31,10,1
2019/10/17,42,2019,10,65,16,25,8,3
2019/10/18,42,2019,10,49,9,32,7, 
2019/10/19,42,2019,10,32,8,33,4, 
2019/10/20,42,2019,10,30,15,33,10,3
2019/10/21,42,2019,10,48,19,36,7,2
2019/10/22,42,2019,10,54,22,26,8,2
2019/10/23,42,2019,10,65,10,31,9,4
2019/10/24,42,2019,10,35,11,34,8,1
2019/10/25,42,2019,10,37,18,39,8,1
2019/10/26,42,2019,10,51,13,38,6,1
2019/10/27,42,2019,10,48,12,42,9, 
2019/10/28,42,2019,10,42,12,40,9,1
2019/10/29,42,2019,10,47,26,36,9,1
2019/10/30,42,2019,10,60,11,38,11,1
2019/10/31,42,2019,10,35,26,50,11,1
2019/11/1,42,2019,11,64,41,47,8,11
2019/11/2,42,2019,11,98,41,36,9,3
2019/11/3,42,2019,11,91,18,31,8, 
2019/11/4,42,2019,11,54,10,31,10, 
2019/11/5,42,2019,11,38,12,35,11,1
2019/11/6,42,2019,11,39,19,37,13,1
2019/11/7,42,2019,11,58,17,44,12, 
2019/11/8,42,2019,11,57,22,47,12,1
2019/11/9,42,2019,11,61,14,42,7,1
2019/11/10,42,2019,11,48,24,46,9,1
2019/11/11,42,2019,11,62,18,47,11, 
2019/11/12,42,2019,11,60,19,37,9,2
2019/11/13,42,2019,11,54,13,32,7,1
2019/11/14,42,2019,11,40,11,30,11,1
2019/11/15,42,2019,11,41,13,34,11,2
2019/11/16,42,2019,11,47,20,37,7,5
2019/11/17,42,2019,11,57,24,38,7,5
2019/11/18,42,2019,11,57,18,28,7, 
2019/11/19,42,2019,11,44,10,30,8,1
2019/11/20,42,2019,11,38,14,28,9,10
2019/11/21,42,2019,11,43,19,23,12,12
2019/11/22,42,2019,11,57,24,24,10,7
2019/11/23,42,2019,11,65,20,28,7,3
2019/11/24,42,2019,11,53,20,27,10, 
2019/11/25,42,2019,11,52,8,23,7, 
2019/11/26,42,2019,11,34,12,24,12,1
2019/11/27,42,2019,11,45,8,27,7, 
2019/11/28,42,2019,11,28,8,29,9,1
2019/11/29,42,2019,11,28,16,31,10,17
2019/11/30,42,2019,11,50,21,33,7,10
2019/12/1,42,2019,12,53,14,31,8,1
2019/12/2,42,2019,12,40,13,29,9, 
2019/12/3,42,2019,12,43,11,32,9,1
2019/12/4,42,2019,12,43,15,30,11, 
2019/12/5,42,2019,12,54,12,31,8,1
2019/12/6,42,2019,12,42,10,30,9,1
2019/12/7,42,2019,12,36,14,30,8,1
2019/12/8,42,2019,12,52,20,31,11,1
2019/12/9,42,2019,12,59,19,33,12, 
2019/12/10,42,2019,12,55,24,37,18,2
2019/12/11,42,2019,12,70,17,32,9,1
2019/12/12,42,2019,12,49,9,26,12,1
2019/12/13,42,2019,12,27,15,35,12, 
2019/12/14,42,2019,12,49,11,33,5,1
2019/12/15,42,2019,12,42,19,27,7,3
2019/12/16,42,2019,12,55,31,30,14,1
2019/12/17,42,2019,12,59,22,33,13,1
2019/12/18,42,2019,12,64,14,30,9,1
2019/12/19,42,2019,12,46,13,28,10,1
2019/12/20,42,2019,12,45,18,26,10,1
2019/12/21,42,2019,12,62,9,31,5,1
2019/12/22,42,2019,12,33,9,31,10,1
2019/12/23,42,2019,12,40,33,28,15,1
2019/12/24,42,2019,12,86,31,19,18, 
2019/12/25,42,2019,12,75,18,26,11, 
2019/12/26,42,2019,12,49,11,32,8, 
2019/12/27,42,2019,12,38,13,30,10,1
2019/12/28,42,2019,12,48,19,24,11,2
2019/12/29,42,2019,12,62, , , , 
2019/7/1,42,2019,7,43,17,48,11,1
2019/7/2,42,2019,7,48,11,33,9,1
2019/7/3,42,2019,7,31,15,38,9,2
2019/7/4,42,2019,7,39,35,40,14,2
2019/7/5,42,2019,7,84,38,58,9,2
2019/7/6,42,2019,7,86,31,45,4,3
2019/7/7,42,2019,7,77,33,38,5,1
2019/7/8,42,2019,7,80,32,35,7,1
2019/7/9,42,2019,7,72,23,28,6,3
2019/7/10,42,2019,7,52,19,36,3, 
2019/7/11,42,2019,7,40,14,38,5,2
2019/7/12,42,2019,7,41,15,33,8,1
