date,prefecture_num,year,month, pm25, pm10, no2, so2, co
2014/7/14,2,2014,7,58,27,4, , 
2014/7/15,2,2014,7,77,35,8, , 
2014/7/16,2,2014,7,85,30,5, , 
2014/7/17,2,2014,7,78,20,3, , 
2014/7/18,2,2014,7,62,19,3, , 
2014/7/19,2,2014,7,59,10,2, , 
2014/7/20,2,2014,7,31,8,2, , 
2014/7/21,2,2014,7,35,18,3, , 
2014/7/22,2,2014,7,55,22,4, , 
2014/7/23,2,2014,7,51,9,3, , 
2014/7/24,2,2014,7,27,16,2, , 
2014/7/25,2,2014,7,54,26,4, , 
2014/7/26,2,2014,7,72,20,1, , 
2014/7/27,2,2014,7,51,27,1, , 
2014/7/28,2,2014,7,81,42,4, , 
2014/7/29,2,2014,7,114,40,8, , 
2014/7/30,2,2014,7,106,36,5, , 
2014/7/31,2,2014,7,87,31,3, , 
2014/8/1,2,2014,8,70,35,5, , 
2014/8/2,2,2014,8,77,24,3, , 
2014/8/3,2,2014,8,64,12,3, , 
2014/8/4,2,2014,8,37,18,3, , 
2014/8/5,2,2014,8,30,39,6, , 
2014/8/6,2,2014,8,19,30,7, , 
2014/8/7,2,2014,8,29, ,6, , 
2014/8/8,2,2014,8,28, ,5, , 
2014/8/9,2,2014,8,38, ,3, , 
2014/8/10,2,2014,8,23,8,1, , 
2014/8/11,2,2014,8,19,15,3, , 
2014/8/12,2,2014,8,40,17,3, , 
2014/8/13,2,2014,8,54,10,2, , 
2014/8/14,2,2014,8,33,9,4, , 
2014/8/15,2,2014,8,26,6,3, , 
2014/8/16,2,2014,8,20,9,3, , 
2014/8/17,2,2014,8,22,8,3, , 
2014/8/18,2,2014,8,27,23,6, , 
2014/8/19,2,2014,8,26,30,2, , 
2014/8/20,2,2014,8,21,11,4, , 
2014/8/21,2,2014,8,31,33,6, , 
2014/8/22,2,2014,8,34,29,5, , 
2014/8/23,2,2014,8,34,79,2, , 
2014/8/24,2,2014,8,104,14,2, , 
2014/8/25,2,2014,8,25,6,4, , 
2014/8/26,2,2014,8,21,6,3, , 
2014/8/27,2,2014,8,30,7,4, , 
2014/8/28,2,2014,8,36,9,5, , 
2014/8/29,2,2014,8,38,10,4, , 
2014/8/30,2,2014,8,39,9,3, , 
2014/8/31,2,2014,8,40,14,4, , 
2014/9/1,2,2014,9,46,12,4, , 
2014/9/2,2,2014,9,42,11,5, , 
2014/9/3,2,2014,9,41,14,7, , 
2014/9/4,2,2014,9,55,13,5, , 
2014/9/5,2,2014,9,45,11,2, , 
2014/9/6,2,2014,9,51,14,2, , 
2014/9/7,2,2014,9,44,14,3, , 
2014/9/8,2,2014,9,43,17,5, , 
2014/9/9,2,2014,9,66,14,5, , 
2014/9/10,2,2014,9,56,16,4, , 
2014/9/11,2,2014,9,45,14,5, , 
2014/9/12,2,2014,9,38,40,4, , 
2014/9/13,2,2014,9,29,10,3, , 
2014/9/14,2,2014,9,37,11,3, , 
2014/9/15,2,2014,9,47,9,3, , 
2014/9/16,2,2014,9,45,29,3, , 
2014/9/17,2,2014,9,42,23,3, , 
2014/9/18,2,2014,9,33,19,2, , 
2014/9/19,2,2014,9,31,28,4, , 
2014/9/20,2,2014,9,31,25,3, , 
2014/9/21,2,2014,9,40,27,4, , 
2014/9/22,2,2014,9,51,23,4, , 
2014/9/23,2,2014,9,61,20,6, , 
2014/9/24,2,2014,9,53, ,4, , 
2014/9/25,2,2014,9,34, ,5, , 
2014/9/26,2,2014,9,33, ,6, , 
2014/9/27,2,2014,9,46, ,4, , 
2014/9/28,2,2014,9,51, ,4, , 
2014/9/29,2,2014,9,59, ,3, , 
2014/9/30,2,2014,9,50, ,3, , 
2014/4/1,2,2014,4,40,16,11, , 
2014/4/2,2,2014,4,57,23,9, , 
2014/4/3,2,2014,4,68,12,6, , 
2014/4/4,2,2014,4,47,9,2, , 
2014/4/5,2,2014,4,35,13,2, , 
2014/4/6,2,2014,4,50,19,2, , 
2014/4/7,2,2014,4,60,19,4, , 
2014/4/8,2,2014,4,65,19,5, , 
2014/4/9,2,2014,4,70,14,3, , 
2014/4/10,2,2014,4,57,14,3, , 
2014/4/11,2,2014,4,44,16,2, , 
2014/4/12,2,2014,4,61,13,3, , 
2014/4/13,2,2014,4,50,13,5, , 
2014/4/14,2,2014,4,47,17,5, , 
2014/4/15,2,2014,4,61,21,3, , 
2014/4/16,2,2014,4,68,17,4, , 
2014/4/17,2,2014,4,66,17,5, , 
2014/4/18,2,2014,4,66,12,4, , 
2014/4/19,2,2014,4,44,10,5, , 
2014/4/20,2,2014,4,38,15,8, , 
2014/4/21,2,2014,4,55,16,3, , 
2014/4/22,2,2014,4,53,15,3, , 
2014/4/23,2,2014,4,55,19,5, , 
2014/4/24,2,2014,4,64,20,5, , 
2014/4/25,2,2014,4,64,19,8, , 
2014/4/26,2,2014,4,64,32,5, , 
2014/4/27,2,2014,4,84,25,3, , 
2014/4/28,2,2014,4,70,14,5, , 
2014/4/29,2,2014,4,41,14,5, , 
2014/4/30,2,2014,4,45,19,7, , 
2014/5/1,2,2014,5,54,9,3, , 
2014/5/2,2,2014,5,29,26,6, , 
2014/5/3,2,2014,5,77,23,3, , 
2014/5/4,2,2014,5,62,19,6, , 
2014/5/5,2,2014,5,61,15,3, , 
2014/5/6,2,2014,5,50,21,4, , 
2014/5/7,2,2014,5,63,28,6, , 
2014/5/8,2,2014,5,76,29,5, , 
2014/5/9,2,2014,5,51, ,5, , 
2014/5/10,2,2014,5,49, ,5, , 
2014/5/11,2,2014,5,59,19,8, , 
2014/5/12,2,2014,5,60,20,3, , 
2014/5/13,2,2014,5,56,39,2, , 
2014/5/14,2,2014,5,92,36,4, , 
2014/5/15,2,2014,5,91,10,2, , 
2014/5/16,2,2014,5,33,10,1, , 
2014/5/17,2,2014,5,34,10,2, , 
2014/5/18,2,2014,5,36,9,2, , 
2014/5/19,2,2014,5,36,10,7, , 
2014/5/20,2,2014,5,41,15,7, , 
2014/5/21,2,2014,5,51,8,5, , 
2014/5/22,2,2014,5,31,16,4, , 
2014/5/23,2,2014,5,53,11,2, , 
2014/5/24,2,2014,5,46,18,4, , 
2014/5/25,2,2014,5,64,18,6, , 
2014/5/26,2,2014,5,59,16,7, , 
2014/5/27,2,2014,5,55,22,11, , 
2014/5/28,2,2014,5,69,33,11, , 
2014/5/29,2,2014,5,92,49,8, , 
2014/5/30,2,2014,5,124,29,3, , 
2014/5/31,2,2014,5,85,21,2, , 
2014/6/1,2,2014,6,72,30,7, , 
2014/6/2,2,2014,6,86,30,7, , 
2014/6/3,2,2014,6,82,29,8, , 
2014/6/4,2,2014,6,83,21,4, , 
2014/6/5,2,2014,6,63,12,6, , 
2014/6/6,2,2014,6,49,11,2, , 
2014/6/7,2,2014,6,43,6,1, , 
2014/6/8,2,2014,6,21,7,5, , 
2014/6/9,2,2014,6,30,8,3, , 
2014/6/10,2,2014,6,31,12,5, , 
2014/6/11,2,2014,6,42,9,7, , 
2014/6/12,2,2014,6,38,5,2, , 
2014/6/13,2,2014,6,19,7,2, , 
2014/6/14,2,2014,6,27,9,4, , 
2014/6/15,2,2014,6,35,14,7, , 
2014/6/16,2,2014,6,54,18,7, , 
2014/6/17,2,2014,6,59,13,5, , 
2014/6/18,2,2014,6,51,11,4, , 
2014/6/19,2,2014,6,41,7,2, , 
2014/6/20,2,2014,6,25,9,3, , 
2014/6/21,2,2014,6,32,13,4, , 
2014/6/22,2,2014,6,45,8,2, , 
2014/6/23,2,2014,6,34,8,3, , 
2014/6/24,2,2014,6,31,13,5, , 
2014/6/25,2,2014,6,43,18,5, , 
2014/6/26,2,2014,6,62,17,8, , 
2014/6/27,2,2014,6,59,17,5, , 
2014/6/28,2,2014,6,48,17,4, , 
2014/6/29,2,2014,6,44,15,6, , 
2014/6/30,2,2014,6,38,10,4, , 
2014/1/1,2,2014,1,38,11,2, , 
2014/1/2,2,2014,1,34,9,5, , 
2014/1/3,2,2014,1,27,10,4, , 
2014/1/4,2,2014,1,32,7,5, , 
2014/1/5,2,2014,1,26,10,9, , 
2014/1/6,2,2014,1,28,11,12, , 
2014/1/7,2,2014,1,34,20,10, , 
2014/1/8,2,2014,1,59,14,5, , 
2014/1/9,2,2014,1,47,8,4, , 
2014/1/10,2,2014,1,23,7,5, , 
2014/1/11,2,2014,1,27,10,8, , 
2014/1/12,2,2014,1,38,8,7, , 
2014/1/13,2,2014,1,29,7,7, , 
2014/1/14,2,2014,1,27,7,14, , 
2014/1/15,2,2014,1,29,14,8, , 
2014/1/16,2,2014,1,48,10,16, , 
2014/1/17,2,2014,1,43,11,23, , 
2014/1/18,2,2014,1,36,6,8, , 
2014/1/19,2,2014,1,24,11,16, , 
2014/1/20,2,2014,1,44,14,14, , 
2014/1/21,2,2014,1,57,9,6, , 
2014/1/22,2,2014,1,34,11,7, , 
2014/1/23,2,2014,1,41,10,9, , 
2014/1/24,2,2014,1,35,47,24, , 
2014/1/25,2,2014,1,129,15,8, , 
2014/1/26,2,2014,1,52,10,9, , 
2014/1/27,2,2014,1,31,14,5, , 
2014/1/28,2,2014,1,43,11,8, , 
2014/1/29,2,2014,1,30,10,8, , 
2014/1/30,2,2014,1,30,17,3, , 
2014/1/31,2,2014,1,51,12,7, , 
2014/2/1,2,2014,2,43,19,21, , 
2014/2/2,2,2014,2,61,17,6, , 
2014/2/3,2,2014,2,50,8,5, , 
2014/2/4,2,2014,2,29,9,4, , 
2014/2/5,2,2014,2,32,9,4, , 
2014/2/6,2,2014,2,32,8,5, , 
2014/2/7,2,2014,2,26, , , , 
2014/2/10,2,2014,2,22,7,8, , 
2014/2/11,2,2014,2,21,11,21, , 
2014/2/12,2,2014,2,39,10,6, , 
2014/2/13,2,2014,2,37,12,7, , 
2014/2/14,2,2014,2,37,7,5, , 
2014/2/15,2,2014,2,28,10,5, , 
2014/2/16,2,2014,2,36,23,3, , 
2014/2/17,2,2014,2,73,23,3, , 
2014/2/18,2,2014,2,72,19,8, , 
2014/2/19,2,2014,2,63,10,5, , 
2014/2/20,2,2014,2,37,10,6, , 
2014/2/21,2,2014,2,38,9,7, , 
2014/2/22,2,2014,2,29,9,7, , 
2014/2/23,2,2014,2,22,12,5, , 
2014/2/24,2,2014,2,43,31,5, , 
2014/2/25,2,2014,2,91,18,10, , 
2014/2/26,2,2014,2,61,29,21, , 
2014/2/27,2,2014,2,86,21,8, , 
2014/2/28,2,2014,2,60,10,9, , 
2014/3/1,2,2014,3,36,14,9, , 
2014/3/2,2,2014,3,47,15,6, , 
2014/3/3,2,2014,3,54,15,8, , 
2014/3/4,2,2014,3,52,21,9, , 
2014/3/5,2,2014,3,63,12,4, , 
2014/3/6,2,2014,3,43,14,4, , 
2014/3/7,2,2014,3,44,16,3, , 
2014/3/8,2,2014,3,58,15,4, , 
2014/3/9,2,2014,3,56,12,6, , 
2014/3/10,2,2014,3,39,10,11, , 
2014/3/11,2,2014,3,39,14,14, , 
2014/3/12,2,2014,3,51,9,11, , 
2014/3/13,2,2014,3,36,10,5, , 
2014/3/14,2,2014,3,32,11,4, , 
2014/3/15,2,2014,3,37,15,9, , 
2014/3/16,2,2014,3,55,30,8, , 
2014/3/17,2,2014,3,89,24,11, , 
2014/3/18,2,2014,3,72,13,7, , 
2014/3/19,2,2014,3,53,11,12, , 
2014/3/20,2,2014,3,44,8,6, , 
2014/3/21,2,2014,3,29,12,5, , 
2014/3/22,2,2014,3,44,8,5, , 
2014/3/23,2,2014,3,37,22,5, , 
2014/3/24,2,2014,3,68,46,4, , 
2014/3/25,2,2014,3,121,58,9, , 
2014/3/26,2,2014,3,146,53,14, , 
2014/3/27,2,2014,3,139,32,7, , 
2014/3/28,2,2014,3,90,38,5, , 
2014/3/29,2,2014,3,102,20,5, , 
2014/3/30,2,2014,3,58,9,3, , 
2014/3/31,2,2014,3,35,11,3, , 
2021/4/9,2,2021,4, ,9,5, , 
2020/9/12,2,2020,9, ,7,1, , 
2020/3/31,2,2020,3, ,15,11, ,1
2019/12/31,2,2019,12, ,9,1, , 
2020/2/10,2,2020,2, ,8,6, , 
2020/2/11,2,2020,2, ,12,9, , 
2020/2/12,2,2020,2, ,14,24, , 
2020/2/13,2,2020,2, ,17,5, , 
2018/12/31,2,2018,12, ,12,3, ,1
2017/1/1,2,2017,1, ,17,9, , 
2015/12/31,2,2015,12, ,8,4, , 
2014/12/31,2,2014,12, ,9,5, , 
2013/12/31,2,2013,12, ,12,5, , 
2014/2/9,2,2014,2, ,6,5, , 
2017/9/10,2,2017,9, , ,7, , 
